Land3?;DeutschLand3;Italien;Frankreich;RussLand3;1
Hauptstadt3?;Berlin;Rom;Paris;Moskau;2
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;3
Hauptstadt3?;Berlin;Rom;Paris;Moskau;4
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;5
Hauptstadt3?;Berlin;Rom;Paris;Moskau;6
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;7
Hauptstadt3?;Berlin;Rom;Paris;Moskau;8
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;9
Hauptstadt3?;Berlin;Rom;Paris;Moskau;10
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;11
Hauptstadt3?;Berlin;Rom;Paris;Moskau;12
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;13
Hauptstadt3?;Berlin;Rom;Paris;Moskau;14
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;15
Hauptstadt3?;Berlin;Rom;Paris;Moskau;16
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;17
Hauptstadt3?;Berlin;Rom;Paris;Moskau;18
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;19
Hauptstadt3?;Berlin;Rom;Paris;Moskau;20
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;21
Hauptstadt3?;Berlin;Rom;Paris;Moskau;22
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;23
Hauptstadt3?;Berlin;Rom;Paris;Moskau;24
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;25
Hauptstadt3?;Berlin;Rom;Paris;Moskau;26
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;27
Hauptstadt3?;Berlin;Rom;Paris;Moskau;28
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;29
Hauptstadt3?;Berlin;Rom;Paris;Moskau;30
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;31
Hauptstadt3?;Berlin;Rom;Paris;Moskau;32
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;33
Hauptstadt3?;Berlin;Rom;Paris;Moskau;34
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;35
Hauptstadt3?;Berlin;Rom;Paris;Moskau;36
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;37
Hauptstadt3?;Berlin;Rom;Paris;Moskau;38
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;39
Hauptstadt3?;Berlin;Rom;Paris;Moskau;40
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;41
Hauptstadt3?;Berlin;Rom;Paris;Moskau;42
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;43
Hauptstadt3?;Berlin;Rom;Paris;Moskau;44
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;45
Hauptstadt3?;Berlin;Rom;Paris;Moskau;46
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;47
Hauptstadt3?;Berlin;Rom;Paris;Moskau;48
Land3?;DeutschLand3;Italien;Frankreich;RussLand3;49
Hauptstadt3?;Berlin;Rom;Paris;Moskau;50
